Rank,Grade,Channel name,Video Uploads,Subscribers,Video views,Grade_num,Average_Views
2198,B+ ,JoJo Siwa Vlogs,425,3005990,403188170,1,948678.0470588235
2199,B+ ,Hoje é dia de Marias,507,1885403,345514402,1,681487.9723865878
2200,B+ ,ChuChuTV Surprise Eggs Toys,97,4554455,2442007348,1,25175333.48453608
2201,B+ ,İyi Fikir,332,680209,277105611,1,834655.4548192772
2202,B+ ,Báo Thanh Niên,8020,400296,309222151,1,38556.37793017457
2203,B+ ,Viralbollywood,18926,1526658,616482628,1,32573.31860932051
2204,B+ ,xKito Music,1189,1911948,1095218977,1,921126.1370899916
2205,B+ ,Kodak Black,223,3786910,1725919553,1,7739549.565022421
2206,B+ ,BrosNacion,279,2655253,342536033,1,1227727.7168458782
2207,B+ ,المربد - إضحك مع…,163,2766521,527831612,1,3238230.7484662575
2209,B+ ,Felipe Araújo,59,2195709,677987155,1,11491307.711864406
2210,B+ ,Slither MasterSp,413,608286,285660457,1,691671.808716707
2211,B+ ,Rainbow Art,159,453095,154227559,1,969984.6477987422
2212,B+ ,asianetnews,83475,1783317,1107911197,1,13272.371332734352
2213,B+ ,Rooster Teeth,7887,9564018,5626333315,1,713367.9871941169
2214,B+ ,Grillonautas2,9649,826233,679391104,1,70410.51963934087
2215,B+ ,RedHatter,2283,1874246,1228989457,1,538322.1449846693
2216,B+ ,lolo 7 لولو,1547,1559746,350567033,1,226610.88106011634
2217,B+ ,福茂唱片,1705,1283754,1769901171,1,1038065.2029325513
2218,B+ ,Disney,741,3179373,1976771553,1,2667707.898785425
2220,B+ ,Walt Disney Thai Songs,787,366890,142312979,1,180829.70648030494
2221,B+ ,TheThings,853,3144981,752196706,1,881824.977725674
2222,B+ ,Huawei Mobile TH,93,299807,281159469,1,3023220.0967741935
2223,B+ ,Fe4RLess,298,1651120,188344938,1,632029.9932885906
2224,B+ ,SBS Drama,335521,1418619,1565758044,1,4666.646928210157
2225,B+ ,Asianet Movies,2691,1085332,713750794,1,265236.2668153103
2226,B+ ,alwiyan syafir,1330,484320,511156308,1,384328.0511278196
2227,B+ ,Fizzy Fun Toys,390,1990667,1390549999,1,3565512.817948718
2228,B+ ,Boo Boo TV,351,1122315,484702132,1,1380917.754985755
2229,B+ ,Lyca Productions,573,618640,142286485,1,248318.4729493892
2230,B+ ,The Game Theorists,470,11118513,1748606843,1,3720440.0914893616
2231,B+ ,عصابة بدر Badr_Family,257,1288985,253057622,1,984660.0077821012
2232,B+ ,Humor Multishow,1090,1853818,361226178,1,331400.1633027523
2233,B+ ,PinkyPopTOY,208,626272,210135278,1,1010265.7596153846
2234,B+ ,ШКОЛА,100,592161,98370843,1,983708.43
2235,B+ ,Little Movies - игры для…,564,605028,257790769,1,457075.83156028367
2237,B+ ,Samsung Thailand,790,461754,522242168,1,661066.035443038
2238,B+ ,DakPlay,685,1496489,754979965,1,1102160.5328467153
2239,B+ ,EminemMusic,105,30470865,289161755,1,2753921.476190476
2240,B+ ,相信音樂BinMusic,1171,2080147,2196944144,1,1876126.510674637
2241,B+ ,WildBrain - Cartoons for Children,1547,844122,402350548,1,260084.38784744666
2242,B+ ,EnzoKnol,3806,1988363,1748135261,1,459310.3681029953
2243,B+ ,Sports5,13068,1055020,472120031,1,36127.94850015305
2244,B+ ,Fortnite,137,3374658,373692097,1,2727679.5401459853
2245,B+ ,CarlaMorrisonMusic,124,2063477,535737048,1,4320460.064516129
2246,B+ ,OfficialSeamusica,9444,704253,566793507,1,60016.254447268104
2247,B+ ,CentrumBrasil,46,22728,127761327,1,2777420.152173913
2248,B+ ,TurmadoPagodeVEVO,99,1377325,994189182,1,10042314.969696969
2249,B+ ,Gavin D,7,216977,71269705,1,10181386.42857143
2250,B+ ,hmtv News,60814,665260,414068035,1,6808.761716052225
2251,B+ ,WowShow,272,1616266,597766189,1,2197669.8125
2252,B+ ,Yashi Music,561,989399,217558432,1,387804.6916221034
2253,B+ ,Мульт,751,1216520,882879865,1,1175605.6790945407
2254,B+ ,Wells Fargo,465,252827,308841634,1,664175.5569892473
2255,B+ ,Little Lizard - Fortnite,102,1185106,145387219,1,1425364.8921568627
2257,B+ ,Hip Hop/R&B Lyrics,1238,706774,455244290,1,367725.5977382876
2258,B+ ,"SaraBeautyCorner - DIY, Comedy,…",104,9134828,1562751756,1,15026459.192307692
2259,B+ ,Boishakhi TV,7304,1056466,303014861,1,41486.15292990142
2260,B+ ,T-Series Telugu,3036,1843358,1071356232,1,352884.1343873518
2261,B+ ,QueQuality,660,1428406,1034325541,1,1567159.9106060606
2262,B+ ,عائلة عمر,188,646575,442627256,1,2354400.2978723403
2263,B+ ,MCV TV,8295,952829,808718391,1,97494.68245931284
2265,B+ ,GeorgeEzraVEVO,51,633044,454640511,1,8914519.823529411
2266,B+ ,TV宝宝,2,121251,24784400,1,12392200.0
2267,B+ ,CBS News,64200,913362,762966229,1,11884.209174454829
2268,B+ ,The Try Guys,27,3574514,109434537,1,4053131.0
2269,B+ ,플레이리스트,184,1498139,231538330,1,1258360.4891304348
2271,B+ ,Color For Baby,218,3032226,773085720,1,3546264.770642202
2272,B+ ,TVBUSAofficial,13014,312970,431831160,1,33182.04702627939
2273,B+ ,HZHtube Kids Fun,263,4743049,926789097,1,3523912.91634981
2275,B+ ,Lazada Indonesia,335,137153,174381275,1,520541.1194029851
2276,B+ ,DemiLovatoVEVO,165,12156723,4193478206,1,25415019.43030303
2277,B+ ,Maha Cartoon Tv,394,749767,158951450,1,403430.076142132
2278,B+ ,Mana Telugu,5190,1178821,346815194,1,66823.73680154142
2279,B+ ,Cantece Gradinita .ro,113,1274742,1506035575,1,13327748.451327434
2280,B+ ,Lion King,246,1093911,310404564,1,1261807.1707317072
2282,B+ ,Cheeta Superfine Music,2060,1320569,563969155,1,273771.4344660194
2283,B+ ,Gerencia360TV,788,1209800,575685381,1,730565.2043147208
2284,B+ ,玩乐三分钟,808,433040,429919794,1,532078.9529702971
2285,B+ ,Minh Pham,255,136640,89947468,1,352735.168627451
2286,B+ ,TheKAIRI78,3102,2280345,717505576,1,231304.18310767246
2287,B+ ,BehindwoodsTV,11897,1746913,614614583,1,51661.30814491048
2288,B+ ,Christian Nodal - Topic,30,471,17868274,1,595609.1333333333
2289,B+ ,Soothing Relaxation,310,1817965,467096419,1,1506762.6419354838
2290,B+ ,"Free Music ""Nasr Mahrous""",685,1731335,684097169,1,998681.998540146
2292,B+ ,Nicki Swift,917,1516778,922040851,1,1005497.1112322792
2293,B+ ,Miranda Sings,766,9629493,1774335743,1,2316365.1997389034
2294,B+ ,I'veGOT7,228,523349,248858675,1,1091485.4166666667
2296,B+ ,LucianoPereyraVEVO,109,735525,573020693,1,5257070.577981652
2297,B+ ,DIEN QUAN Comedy / Hài,2280,3154499,2362867834,1,1036345.5412280702
2299,B+ ,GianlucaVacchiVEVO,2,204062,128950425,1,64475212.5
2300,B+ ,KIDS Funny CartOOns,170,717374,223185766,1,1312857.4470588234
2301,B+ ,KAYCEE & RACHEL in WONDERLAND…,52,624538,176899574,1,3401914.8846153845
2302,B+ ,Play Doh Toys For Kids,180,2115013,661179935,1,3673221.861111111
2303,B+ ,Cheb Bilal - الشاب بلال,320,1239704,333294998,1,1041546.86875
2304,B+ ,Furious Jumper,2833,2103479,1062525032,1,375052.95870102366
2305,B+ ,Hero Movies 2018,20,2260257,42876002,1,2143800.1
2306,B+ ,VIRAL,590,4404823,1048127463,1,1776487.2254237288
2307,B+ ,Masha and The Bear,307,3985143,2239261807,1,7294012.400651466
2308,B+ ,MrRevillz,1992,2460109,1248391319,1,626702.46937751
2309,B+ ,HappyKids TV,84,361481,82814643,1,985888.6071428572
2310,B+ ,Dead Meat,210,1224645,236149263,1,1124520.3
2311,B+ ,Top Talent,235,1185375,407413227,1,1733673.3063829788
2312,B+ ,Phim Hay Điện Ảnh,1979,1163753,690162807,1,348743.2071753411
2313,B+ ,Casi Bebes,105,1376853,452116425,1,4305870.714285715
2314,B+ ,Truyền Hình Đồng Tháp,23680,322974,207663937,1,8769.591934121621
2315,B+ ,КУКУТИКИ - Детские…,178,1381051,1343885767,1,7549920.039325843
2318,B+ ,Juste pour rire les gags,1104,357619,201669027,1,182671.22010869565
2320,B+ ,Live Bhakti Sangeet,1082,453354,76747088,1,70930.76524953789
2321,B+ ,Madame Récré FR,1227,1531562,1604924117,1,1308006.6153219233
2322,B+ ,Primitive Technology KH,72,172802,46748256,1,649281.3333333334
2325,B+ ,BIC Group Official,431,12727,72234937,1,167598.46171693737
2326,B+ ,SeikinTV,1559,3233617,2531207220,1,1623609.5060936497
2327,B+ ,Bunlar KAÇMAZ!,480,774778,344889412,1,718519.6083333333
2328,B+ ,NoMadU55555,338,402329,339007000,1,1002979.2899408285
2329,B+ ,圈影圈外网中国电影,175,280801,96677230,1,552441.3142857143
2330,B+ ,Prens Yankı,884,705226,413093510,1,467300.350678733
2331,B+ ,优优独播剧场——YoYo…,9778,973532,798154888,1,81627.62200859071
2332,B+ ,Vovô Raul Gil Oficial,2922,2105063,589040788,1,201588.22313483915
2333,B+ ,DE JuN,681,1031095,445688688,1,654462.0969162995
2334,B+ ,AnimxHD,157,203493,130292239,1,829886.8726114649
2335,B+ ,The Crazy Haacks,496,2398247,824482281,1,1662262.6633064516
2336,B+ ,marcanthonyVEVO,80,2644778,2468241402,1,30853017.525
2337,B+ ,sanimusicindonesia,1387,1287215,718272351,1,517860.3828406633
2340,B+ ,Largarife2,2363,372111,268792715,1,113750.61997460855
2341,B+ ,ruda e,105,33800,17985431,1,171289.81904761904
2342,B+ ,beegees,54,944661,921629675,1,17067216.203703705
2343,B+ ,This Morning,8667,893291,785068489,1,90581.3417560863
2344,B+ ,вДудь,64,3658816,354752300,1,5543004.6875
2345,B+ ,Naz Status creations,419,100418,47481842,1,113321.81861575179
2346,B+ ,Azteca Novelas,8553,2713479,1976672618,1,231108.68911493043
2347,B+ ,RDC Rajasthani,13869,3216348,1155073793,1,83284.5766097051
2348,B+ ,JessieJVEVO,75,6972498,3643059946,1,48574132.61333334
2351,B+ ,INNA,734,4492374,2654341325,1,3616268.8351498637
2352,B+ ,HiHo Kids,483,1611223,343519058,1,711219.5817805383
2354,B+ ,Yuka Kinoshita木下ゆうか,1469,4713062,1609966933,1,1095961.1524846836
2355,B+ ,BaBYBo,21,826784,181921912,1,8662948.19047619
2356,B+ ,SevenPerfectAngels,1386,3212348,1366889479,1,986211.7453102453
2357,B+ ,BBC Radio 1,3751,5153719,1865942249,1,497451.9458810984
2359,B+ ,videogamedunkey,602,4960723,1751356117,1,2909229.430232558
2360,B+ ,Brooklyn and Bailey,340,5554740,850274985,1,2500808.779411765
2361,B+ ,KapitalMusicTv,87,2628932,1840878473,1,21159522.67816092
2362,B+ ,FRAN,1946,1043243,370338467,1,190307.53699897224
2363,B+ ,Awadhesh Premi Personal,88,379807,64232500,1,729914.7727272727
2364,B+ ,DADJU,37,1687547,467273212,1,12629005.72972973
2365,B+ ,CANRUSH,8,61700,18238735,1,2279841.875
2366,B+ ,Süper Güçlü Arabalar,877,1140193,716250940,1,816705.7468643101
2367,B+ ,xFaRgAnx YT,3748,2747227,662810944,1,176843.90181430097
2369,B+ ,اغرب,788,3375109,506915474,1,643293.7487309645
2370,B+ ,KaneBrownVEVO,39,731050,601956374,1,15434778.82051282
2371,B+ ,Andrey Quoc,1289,38287,8387708,1,6507.143522110163
2372,B+ ,Riki MUSIC,104,727449,176180708,1,1694045.2692307692
2373,B+ ,¡Caja Mágica! Vídeos in Spanish,329,1031152,411467694,1,1250661.6838905774
2374,B+ ,Migos ATL,68,6751009,1799399336,1,26461754.94117647
2375,B+ ,Disney Junior España,1454,2441631,1829044618,1,1257939.902338377
2376,B+ ,Music Al Haneen | ميوزك…,965,3407053,1259920481,1,1305617.0787564768
2378,B+ ,MrDeepSense,462,970539,548031332,1,1186215.0043290043
2379,B+ ,Talking Tom and Friends,255,8228103,2487310777,1,9754159.909803921
2380,B+ ,Tim Milgram,242,2340495,530462795,1,2191995.020661157
2381,B+ ,متع عقلك,1155,4998369,897660816,1,777195.5116883117
2382,B+ ,TVision,1177,1350100,710399715,1,603568.1520815633
2383,B+ ,Sidemen,59,3757189,277872732,1,4709707.322033898
2384,B+ ,NFVEVO,57,1694551,756045807,1,13263961.52631579
2385,B+ ,ToyChomper,306,510288,230953609,1,754750.3562091503
2386,B+ ,Pupugames,1599,900633,415267166,1,259704.29393370857
2387,B+ ,TrapMusicHDTV,857,5354895,1396420148,1,1629428.4107351226
2388,B+ ,NachoVEVO,11,3660087,1452633458,1,132057587.0909091
2389,B+ ,ELLO,8052,3171986,3522077192,1,437416.4421261798
2390,B+ ,DJSnakeVEVO,24,6790683,2355508909,1,98146204.54166667
2391,B+ ,Atbaki,3181,261395,38544858,1,12117.214083621502
2392,B+ ,Kids Tv Português - Canções dos…,708,1801503,802628904,1,1133656.6440677966
2393,B+ ,Amr Diab,98,2101023,291283763,1,2972283.2959183673
2394,B+ ,СИНИЙ ТРАКТОР -…,66,1161269,852631830,1,12918664.090909092
2395,B+ ,Tantric Journey,70,25591,19109227,1,272988.95714285714
2396,B+ ,ぐっちの部屋(ミラクルぐっち)…,5098,1073226,1913175325,1,375279.5851314241
2397,B+ ,loonatheworld,550,414293,116142323,1,211167.86
2398,B+ ,4N1K İlk Aşk,224,410311,95390623,1,425850.99553571426
2399,B+ ,الجانب المُشرق |…,845,1909809,175327178,1,207487.78461538462
2400,B+ ,ChandSitaaray Sajid,1111,386420,85820244,1,77245.94419441944
2401,B+ ,CRIME STORY,71,246848,71889088,1,1012522.3661971831
2402,B+ ,Капуки Кануки,1041,1892917,3004056378,1,2885740.9971181555
2403,B+ ,거의없다,96,164338,22570789,1,235112.38541666666
2405,B+ ,ItsHARSH007 Gaming,1,23499,75,1,75.0
2406,B+ ,SYMPA,992,1952314,318055764,1,320620.7298387097
2407,B+ ,Karim Juega,404,202577,139732233,1,345871.86386138614
2409,B+ ,FilmsActu,6868,2459628,1683209309,1,245079.98092603378
2410,B+ ,Amazon India,738,768227,606639918,1,822005.3089430894
2411,B+ ,COMEDY SONOTEK,780,1450109,455855878,1,584430.6128205128
2412,B+ ,Deli Mi Ne?,125,1277957,118880839,1,951046.712
2414,B+ ,Kids World Tv ✩,160,802459,262534769,1,1640842.30625
2416,B+ ,Facts TV,783,1310250,266078299,1,339819.0280970626
2417,B+ ,Astro Arena,5826,175195,87255335,1,14976.885513216615
2418,B+ ,ماسبيرو دراما,6287,753385,582014487,1,92574.27819309686
2419,B+ ,Max Eddykin,150,76565,51486662,1,343244.41333333333
2420,B+ ,Backhoe Toy 빽호토이,172,409579,147011784,1,854719.6744186047
2421,B+ ,CumbiaTube,1128,1327599,998873012,1,885525.719858156
2422,B+ ,CinemaSins,660,8131674,2487308976,1,3768649.963636364
2423,B+ ,Kapamilya Trending,781,535593,234506521,1,300264.4314980794
2424,B+ ,Heroine Movies 2018,20,1478953,43406804,1,2170340.2
2425,B+ ,KhangProFilm,284,1957170,743709946,1,2618696.9929577466
2426,B+ ,NFL Throwback,104,27884,18844031,1,181192.60576923078
2427,B+ ,GameSpot,32535,3525843,2000234504,1,61479.46838788997
2428,B+ ,kurtlar vadisi pusu وادي…,388,422663,154687952,1,398680.2886597938
2429,B+ ,Ruposhi Bangla Tv,1796,972984,241922757,1,134700.86692650334
2431,B+ ,꼬꼬스토이 CoCosToy,777,394769,248518525,1,319843.66151866154
2432,B+ ,Wayfer Records,126,883961,435480456,1,3456194.095238095
2433,B+ ,Blanco y Negro Music,3325,1642846,1482897424,1,445984.18766917294
2434,B+ ,Rüya'nın Çiftliği,432,649535,355053626,1,821883.3935185185
2435,B+ ,News 24,38396,1559966,369062728,1,9612.009792686738
2436,B+ ,寶寶巴士 - 兒歌童謠 -…,1711,648487,411042613,1,240235.30859146698
2437,B+ ,Mettu Ka Pyaar,257,314095,240689379,1,936534.5486381323
2438,B+ ,HollowPoiint,2782,2204795,488558005,1,175613.94859813084
2439,B+ ,Eğlence Zamanı,780,969749,403838551,1,517741.7320512821
2440,B+ ,super FUN kids,119,750705,218970574,1,1840088.857142857
2441,B+ ,Enaldinho,361,7133138,762656006,1,2112620.515235457
2443,B+ ,Jackson O'Doherty,64,1013505,232519091,1,3633110.796875
2444,B+ ,TsMadaan,1401,5788897,570168157,1,406972.2748037116
2445,B+ ,Lucas M&M XJ6,473,938803,67083324,1,141825.2093023256
2446,B+ ,Ram Audio,2466,1109482,421976538,1,171117.81751824816
2447,B+ ,AbbaVEVO,36,1021043,1352702226,1,37575061.833333336
2448,B+ ,El Payaso Plim Plim,299,795765,470836949,1,1574705.5150501672
2449,B+ ,Oddbods Brasil,118,1055997,421887922,1,3575321.372881356
2450,B+ ,lalola,2041,431965,453406331,1,222149.10877021067
2451,B+ ,LOLiTO FDEZ,778,4018682,387874319,1,498553.10925449873
2452,B+ ,Tony TV,273,549863,142916622,1,523504.1098901099
2453,B+ ,Claudi Top,236,591556,215841207,1,914581.3855932204
2454,B+ ,Antonio Palmucci,82,1360453,864559462,1,10543408.07317073
2455,B+ ,Xiaomi España,99,12049,48068091,1,485536.2727272727
2456,B+ ,Cartoons Mee,951,602114,276028031,1,290250.29547844373
2457,B+ ,미니특공대TV,220,408729,231709982,1,1053227.190909091
2458,B+ ,J.i.M_M.i,248,296579,155597243,1,627408.2379032258
2459,B+ ,COMO TREINAR,1992,1127043,588627903,1,295495.9352409639
2460,B+ ,Хит ТВ,196,449469,222758042,1,1136520.6224489796
2461,B+ ,Bedaya TV l قناة بداية…,46566,1394051,2304243251,1,49483.38382081347
2462,B+ ,Little Princess Shinta,273,855876,407824674,1,1493863.2747252746
2463,B+ ,iPantellas,301,3800241,1177221724,1,3911035.6279069767
2464,B+ ,Colleen Ballinger,909,7073141,1222002200,1,1344336.8536853686
2465,B+ ,AD-WISE MEDIA ACTION MOVIEPLEX,173,1624785,465374354,1,2690025.167630058
2466,B+ ,Suresh Productions,3397,1073744,629743269,1,185382.18104209597
2467,B+ ,lunacreciente,1478,3896149,1951728849,1,1320520.195534506
2468,B+ ,КАЛЯКА-МАЛЯКА,405,1303173,882081282,1,2177978.474074074
2469,B+ ,Drawblogs,202,6994479,677220640,1,3352577.425742574
2471,B+ ,Polycrol Piramal,26,6427,44608358,1,1715706.076923077
2472,B+ ,Dora poznaje swiat po polsku gry,20,241131,59519171,1,2975958.55
2473,B+ ,台灣蘋果日報,51490,460369,884015918,1,17168.691357545154
2474,B+ ,AfacanTV,214,2228374,1287724532,1,6017404.355140187
2475,B+ ,Sanam,101,4585822,845367333,1,8369973.594059406
2476,B+ ,Три Кота,252,978506,741476286,1,2942366.214285714
2477,B+ ,Shoot for Love 슛포러브,332,722618,235586165,1,709596.8825301204
2478,B+ ,東海オンエアの控え室,986,1742520,797654393,1,808980.1146044625
2479,B+ ,Quality Production,78,140871,42986202,1,551105.1538461539
2480,B+ ,PROMOCIONES RAMIREZ,544,257306,132491128,1,243549.86764705883
2481,B+ ,Meleklerin Aşkı,177,280934,79204643,1,447483.8587570622
2482,B+ ,Dil Raju,1351,1775888,990587910,1,733225.6920799408
2483,B+ ,Fatos Alucinantes,9,139528,49602203,1,5511355.888888889
2484,B+ ,Oishi Vietnam,32,11760,48988405,1,1530887.65625
2485,B+ ,Prestige Clips,538,4211124,782006061,1,1453542.8643122676
2486,B+ ,Hot Wheels,1647,1159193,860083329,1,522212.1001821494
2487,B+ ,Ynot,56,18327,24730481,1,441615.73214285716
2488,B+ ,WildFilmsIndia,81888,1122335,709923922,1,8669.45000488472
2489,B+ ,Bhad Bhabie,75,5473320,640792274,1,8543896.986666666
2490,B+ ,Thinknoodles,3558,3710498,1322881853,1,371804.9052838673
2491,B+ ,Iliass TiiwTiiw,35,2584990,704235170,1,20121004.85714286
2492,B+ ,ToyBox Tube,106,45371,24162152,1,227944.83018867925
2493,B+ ,Niska Officiel,74,3227522,865829061,1,11700392.716216216
2494,B+ ,Google Thailand,287,410252,398994174,1,1390223.6027874565
2495,B+ ,Eskay Movies,651,1364627,579821560,1,890662.9185867895
2496,B+ ,MBOofficial,718,1524368,590058505,1,821808.5027855153
2497,B+ ,Корпорация Зла,425,1636637,512807325,1,1206605.4705882352
2498,B+ ,Genius,1276,3297749,626616696,1,491078.91536050156
2499,B+ ,Google India,273,1674277,1116012715,1,4087958.663003663
2500,B+ ,Toy Factory,277,682644,389312359,1,1405459.7797833935
2501,B+ ,Said BabyShow,20,850729,112698488,1,5634924.4
2502,B+ ,AlvaroSolerVEVO,36,1774651,1050234847,1,29173190.194444444
2503,B+ ,Football Santander,163,3411,17772160,1,109031.65644171779
2504,B+ ,GloriaTreviVEVO,70,1166376,1130796654,1,16154237.914285714
2505,B+ ,St3pNy,3909,3438920,1560896807,1,399308.4694295216
2506,B+ ,Namiratek Fun,319,688334,279144668,1,875061.6551724138
2507,B+ ,bindass,3397,2671489,859489926,1,253014.402708272
2508,B+ ,TurboToyTime,194,687897,452314225,1,2331516.62371134
2509,B+ ,さんこいち,327,962043,248510094,1,759969.7064220184
2510,B+ ,Times Music,970,1956135,719224437,1,741468.4917525774
2511,B+ ,JO Channel,227,338699,263050055,1,1158810.8149779735
2512,B+ ,first click,1285,1234198,477632188,1,371698.2007782101
2513,B+ ,Nepeta Страшилки,109,1435212,283321055,1,2599275.7339449544
2514,B+ ,Tribo da Periferia,57,3242097,651594176,1,11431476.771929825
2515,B+ ,Twin Toys,339,3044354,1155989364,1,3409998.1238938053
2516,B+ ,NightcoreReality,304,3517889,2188209373,1,7198057.1480263155
2517,B+ ,Keurig Inc,174,16734,100964164,1,580253.816091954
2518,B+ ,LukeCombsVEVO,27,355193,385184221,1,14266082.25925926
2519,B+ ,Haider Higer,922,718376,163706056,1,177555.37527114968
2520,B+ ,PlayStation,9501,7421086,1900082551,1,199987.63824860542
2521,B+ ,Carl & Jinger Family,589,2281725,700980271,1,1190119.3056027165
2522,B+ ,Car Music,201,1165378,331515263,1,1649329.6666666667
2523,B+ ,AttitudePOP,554,699230,340593577,1,614789.8501805054
2524,B+ ,Legendary Power Rangers,3331,1111881,967535091,1,290463.8519963975
2525,B+ ,HoomanTV,57,4645932,752223014,1,13196894.98245614
2526,B+ ,Nisha Madhulika,1319,5284376,1055113962,1,799934.7702805155
2527,B+ ,Toys Unlimited JR.,239,593945,283617047,1,1186682.2050209206
2528,B+ ,たくっち,1273,896086,1410771888,1,1108226.1492537314
2529,B+ ,Young Thug,143,3020821,1422574029,1,9948070.132867133
2530,B+ ,Film4K - Phim Kiếm Hiệp,1483,417454,239755419,1,161669.19689817936
2531,B+ ,Wrzzer,378,2836403,892255099,1,2360463.224867725
2532,B+ ,Siêu Nhân Người Nhện,252,1244631,520023902,1,2063586.9126984128
2533,B+ ,MariAndToys,565,1359290,564665738,1,999408.3858407079
2534,B+ ,EvanescenceVEVO,50,3390184,1741103915,1,34822078.3
2535,B+ ,Natalia Oreiro,2679,463537,627218840,1,234124.24038820455
2536,B+ ,DubstepGutter,1026,3570557,972623928,1,947976.538011696
2537,B+ ,ماشا و الدب,103,1167780,319263413,1,3099644.786407767
2538,B+ ,TomoNews Indonesia,6014,1147706,944088350,1,156981.76754240107
2539,B+ ,KhámPhá TV,242,377934,204396622,1,844614.1404958678
2540,B+ ,Афоня TV,68,3030945,271839806,1,3997644.205882353
2541,B+ ,Mr.Wheeler&Friends,398,819989,706696370,1,1775619.0201005025
2542,B+ ,Natalies Outlet,267,6995220,1008463227,1,3777015.8314606743
2543,B+ ,RaeSremmurdVEVO,50,5708564,2982265745,1,59645314.9
2544,B+ ,La Bala,150,3849909,373728676,1,2491524.506666667
2545,B+ ,3 Adım Müzik,1144,654270,544099971,1,475611.8627622378
2547,B+ ,Minguado,921,4512030,1022249703,1,1109934.5309446254
2548,B+ ,PanArmenian TV,6329,401418,767554206,1,121275.7475114552
2549,B+ ,Funny Tube,34,128119,72790063,1,2140884.205882353
2550,B+ ,Finger Family Songs,255,3425589,2524775184,1,9901079.152941177
2551,B+ ,JoeyMontanaVEVO,20,2392322,1642039692,1,82101984.6
2552,B+ ,INDO MUSIC PLATINUM,140,925932,226466497,1,1617617.8357142857
2553,B+ ,CBS All Access,171,47669,62744993,1,366929.783625731
2554,B+ ,BombaEstereoVEVO,49,533766,478250355,1,9760211.326530613
2555,B+ ,Marunadan TV,5606,377764,153561923,1,27392.422939707456
2556,B+ ,TheGamingBeaver,2174,2089792,1314546087,1,604667.0133394664
2557,B+ ,ABCkidTV Misa,34,665314,149796926,1,4405791.94117647
2559,B+ ,Sangeeta Music,2156,1368129,451805606,1,209557.33116883118
2561,B+ ,Ludmilla,66,3959434,928094173,1,14062032.924242424
2562,B+ ,Hane & Mari's World Japan Kids TV,803,627249,370454124,1,461337.6388542964
2563,B+ ,SilbermondVEVO,31,29274,49682466,1,1602660.1935483871
2564,B+ ,Comment Awards,263,747854,213721463,1,812629.1368821292
2566,B+ ,Vision Time Tamil,6181,846898,482057974,1,77990.28862643585
2567,B+ ,浙江卫视音乐频道 ZJSTV…,2689,777047,1033615783,1,384386.680178505
2568,B+ ,I Can See Your Voice PH,867,498428,296096485,1,341518.4371395617
2569,B+ ,Ei Nerd,1291,4990306,668339486,1,517691.3137103021
2570,B+ ,歌手官方音乐频道 SINGER,3022,762502,885572764,1,293041.9470549305
2572,B+ ,Gloom,506,1813224,284592198,1,562435.1739130435
2573,B+ ,Calphalon,2,1280,19339793,1,9669896.5
2574,B+ ,KINGOFDARKNESSCERBERUS АИД,404,1057668,251540695,1,622625.4826732674
2575,B+ ,HGuitaraStudio - حيدر…,334,1417964,654684682,1,1960133.7784431137
2576,B+ ,Cambodia Wildlife,79,290582,68824165,1,871191.9620253164
2577,B+ ,ActorVarunPruthi,138,2587816,332479259,1,2409269.992753623
2580,B+ ,SoyFredy,220,3213414,446468936,1,2029404.2545454546
2581,B+ ,Disney Junior Brasil,1063,1532886,675832044,1,635778.0282220131
2582,B+ ,TroyeSivanVEVO,64,2781631,603986750,1,9437292.96875
2583,B+ ,Rajasthani Gorband Music,3788,1274324,504938340,1,133299.45617740232
2584,B+ ,Deckdisc,6213,2292956,1710512922,1,275311.914051183
2585,B+ ,EllieGouldingVEVO,97,8145497,4355601745,1,44903110.77319588
2586,B+ ,蘋果動新聞 HK Apple Daily,87296,1192744,1954751427,1,22392.2221751283
2587,B+ ,Mountain Apple Company Inc,245,595088,762590058,1,3112612.481632653
2588,B+ ,2MTV,8926,2653093,1282331963,1,143662.55467174546
2589,B+ ,Mazzika - مزيكا,2562,3220720,1522609687,1,594305.1081186573
2590,B+ ,공대생 변승주,887,1700929,534792697,1,602922.9954904171
2591,B+ ,Goldmines Premiere,21,3334658,41879154,1,1994245.4285714286
2592,B+ ,JennaMarbles,416,18525371,2824854098,1,6790514.658653846
2593,B+ ,Aventura,90,2000468,1888207077,1,20980078.633333333
2594,B+ ,Toy Caboodle,601,601106,210416096,1,350109.97670549084
2595,B+ ,Onyx Kids,67,511668,182784900,1,2728132.8358208956
2596,B+ ,지니키즈 Genikids (인기…,1016,467977,417977130,1,411394.812992126
2597,B+ ,えむれなチャンネル,239,1120124,316905147,1,1325962.9581589957
2598,B+ ,St.319 Entertainment,148,897418,299643846,1,2024620.5810810812
2600,B+ ,The Graham Norton Show,664,2027247,1078482372,1,1624220.439759036
2601,B+ ,LHUGUENY,187,1979324,971489630,1,5195131.711229946
2602,B+ ,Lagu Anak Indonesia Balita,163,936623,447926342,1,2748014.3680981593
2603,B+ ,LDShadowLady,1053,4202667,1699832633,1,1614276.0047483381
2604,B+ ,Claro Brasil,472,1223008,694411843,1,1471211.531779661
2605,B+ ,Pixel Kinaragendis,409,391691,162681870,1,397755.18337408314
